text,pattern,docid
"The Sen-
ator from Massachusetts.
f
NOMINATION OF JOHN ROOD
Ms. WARREN. Mr. President, I rise
today to discuss the nomination of
John Rood for the position of Under
Secretary of Defense for Policy.
I am concerned about the influence of
different industries on key positions in
government. Today, the specific prob-
lem under discussion is the influence of
the defense industry over the Pen-
tagon. The defense industry in America
is powerful and profitable. The big five
defense contractors together rep-
resented more than $100 billion in gov-
ernment contracts in 2016 alone. Think
about thatâ€”5 corporations, $100 billion
in taxpayer money in 1 year.
The defense industry in America is
powerful. President Trump has stocked
the Pentagon with an unprecedented
number of nominees from defense in-
dustry. These nominees will oversee all
those government contracts. They will
influence which companies get billions
in taxpayer dollars and what exactly
those companies have to do to collect
their checks. Without strict ethics
rules and oversight, these nominees
have the power to significantly influ-
ence the profitability of their former
employersâ€”the same companies that
may, once again, be the nomineesâ€™ fu-
ture employers after they have finished
their government service.
Mr. Rood may be a decent man, but
he is the latest example of this trend.
He will come to the Defense Depart-
ment directly from Lockheed Martin
International, where he was most re-
cently a senior vice president. Lock-
heed is the biggest of the big five de-
fense contractors. In 2016, the U.S. Gov-
ernment awarded the company over $40
billion in contracts. That was in 1 year.
According to his official bio sub-
mitted to the Senate Armed Services
Committee, Mr. Roodâ€™s responsibilities
included â€˜â€˜developing and executing
strategies to grow Lockheed Martinâ€™s
international businessâ€™â€™ and â€˜â€˜managing
marketing and government relations
activitiesâ€™â€™ overseas. In other words, he
was responsible for selling Lockheedâ€™s
products to other countries, and it
seems as though he was pretty good at
it. Lockheed made over $12 billionâ€”or
more than one-quarter of its net
salesâ€”from its international customers
in 2016.
Here is why that matters. According
to Lockheedâ€™s most recent annual
statement, the international division
that Mr. Rood managed made about 66
percent of its sales to foreign cus-
tomers through the Pentagonâ€™s Foreign
Military Sales Program. This is a pro-
gram that allows for the sale of U.S.
defense products overseas.
In that same report, Lockheed ac-
knowledges that its foreign sales are
â€˜â€˜highly sensitiveâ€™â€™ to changes in regu-
lations and â€˜â€˜affectedâ€™â€™ by U.S. foreign
policy. In other words, government of-
ficials influence whether Lockheedâ€™s
foreign military sales barely break
even or whether sales shoot through
the roof and bring in billions of dollars
for Lockheed.
If confirmed as Under Secretary of
Policy, Mr. Rood will play a significant
role in setting U.S. defense policy and
overseeing the regulation of foreign
military sales of those very same prod-
ucts to those very same countries. If he
is given this job with no constraints,
Mr. Rood could implement policies
that increase Lockheedâ€™s profitability,
whether that is in the interest of the
American people or not.
Chairman MCCAIN and I questioned
Mr. Rood about this conflict of interest
during his confirmation hearing. I
asked him a simple yes-or-no question:
Would he commit not to seek a waiver
from his obligation to recuse himself
from Lockheed Martin business, as re-
quired by his ethics agreement? That is
all I asked.
He hemmed, he hawed, and finally
made it clear that, well, no, he would
not make that commitment.
So I asked him another simple ques-
tion: Would he at least recuse himself
from policy discussions about the sale
of Lockheed Martin products through
the Foreign Military Sales Program?
The answer was again clear. No, he
would not make that commitment ei-
ther.
I followed up with additional written
questions. I asked: â€˜â€˜Mr. Rood, will you
commit not to seek or accept a waiver
from your recusal obligations under
your ethics agreement?â€™â€™
Here is his response. â€˜â€˜I am concerned
that a commitment never to seek or
accept a waiver could unnecessarily re-
strict my ability, if confirmed, to take
an action that is important to U.S. na-
tional security and defense interests
should a circumstance arise that is
currently unforeseen.â€™â€™
In other words, no, he would not com-
mit to abide by his own ethics agree-
ment. Just think for a minute about
what that means. President Trump has
nominated an industry executive to
one of our most senior national secu-
rity positions, and that individual is
unwilling to steer clear of the conflicts
of interest involved in doing that job.
I think the standard here should be
pretty simple. If a nominee cannot do
the job to which he has been nominated
without seeking a waiver from his eth-
ical obligations, then he should not
have that job.
Mr. Rood is not the only Trump
nominee with this problem. The Presi-
dent has nominated many other execu-
tives from industry to the most senior
positions at the Department of De-
fense. The Deputy Secretary of Defense
was previously a senior vice president
at Boeing. He now runs the Pentagonâ€™s
budget process, including making the
final call on which defense programs
get funding and which do not.
The Secretary of the Army was a sen-
ior lobbyist for Raytheon and even ran
Raytheonâ€™s political action committee.
The Under Secretary of the Army, the
No. 2 position, was also a vice president
at Lockheed. The Deputy Chief Man-
agement Officer previously ran XCOR
Aerospace, now a bankrupt developer
of rocket engines and space launch sys-
tems. The Under Secretary of Defense
for Acquisition, Technology, and Logis-
tics spent her career at Textron, an
aerospace and defense contractor.
I could go on with this list. I donâ€™t
doubt that many of these individuals
are service-minded, and I know that
many have also served honorably in
government, both in and out of uni-
form. I also believe that a strong part-
nership between government and indus-
try is important to our national de-
fense.
Industry experience, in and of itself,
does not disqualify someone from pub-
lic service, but there must be balance.
When too many top government jobs
are filled by industry insiders, we risk
corporate capture of the whole policy
making process.
The overrepresentation of defense in-
dustry officials at the highest levels of
the Department of Defense has real
consequences. It suggests to the Amer-
ican people that only one viewpoint or
one experience will dominate our pol-
icy making decisions. No outsiders, no
one with a competing point of view
need apply, and the revolving door be-
tween industry and government raises
questions about who our government
serves.
No taxpayer should have to wonder
whether the top policy makers at the
Pentagon are pushing defense products
and foreign military sales for any rea-
son other than the protection of the
United States of America. No Amer-
ican should have to wonder whether
the Defense Department is acting to
protect the national interests of our
Nation or the financial interests of the
five giant defense contractors. No man
or woman in uniform should have to
wonder whether their civilian leaders
are putting the private financial inter-
ests of themselves and their friends
ahead of the safety and the interests of
our military servicemembers.
The American people have a right to
know who their government works for
and that the senior leadership of the
Department of Defense is putting our
national security first. Everyone has a
right to know that. The readiness and
safety of our men and women in uni-
form is too important for any of us to
have to ask those questions.
As a member of the Senate Armed
Services Committee, I will not vote to
confirm any nominee from industry
VerDate Sep 11 2014 05:36 Jan 04, 2018 Jkt 079060 PO 00000 Frm 00018 Fmt 4624 Sfmt 0634 E:\CR\FM\A03JA6.010 S03JAPT1
lotter
on
DSKBCFDHB2PROD
with
SENATE
CONGRESSIONAL RECORD â€” SENATE S19
January 3, 2018
who does not agree to fully recuse him-
self or herself from matters involving
their former employer for the duration
required by their ethics agreement,
without waiver and without exception.
I think we owe our soldiers, sailors,
airmen, and marines at least that
much.
Because he will not make the com-
mitment to abide by his own ethics
agreement without waiver or excep-
tion, I will be voting against Mr. Rood
as Under Secretary of Defense, and I
urge other Senators to do the same.
I yield back.
I suggest the absence of a quorum.","
The PRESIDING OFFICER.",CREC-2018-01-03 2.pdf.txt.16
"The clerk will call the roll.
The senior assistant legislative clerk
proceeded to call the roll.
Mr. GARDNER. Mr. President, I ask
unanimous consent that the order for
the quorum call be rescinded.","
The PRESIDING OFFICER (Mr. LEE).",CREC-2018-01-03 2.pdf.txt.17
"Without
objection, it is so ordered.
f
HONORING DOUGLAS COUNTY
SHERIFFâ€™S DEPUTY ZACKARI
PARRISH
Mr. GARDNER. Mr. President, I rise
to speak about a horrible tragedy that
took place in the early morning hours
of December 31 in Douglas County, CO,
when most Coloradoans were waking
up and preparing for a celebration that
evening to bring in the new year. Hours
later, a gunman would open fire on
Douglas County sheriffâ€™s deputies in
what has been described by law en-
forcement as an ambush-style attack.
The gunman injured two citizens as
well as Sheriffâ€™s Deputies Michael
Doyle, Jeff Pelle, Taylor Davis, and
Castle Rock Police Department Officer
Thomas Oâ€™Donnell. A fifth officer,
Douglas County Sheriffâ€™s Deputy
Zackari Parrish, heroically gave his
life during this ambush in an attempt
to save the lives of others.
Deputy Parrish was 29 years old and
is survived by his wife, Gracie, and
their two young daughters.
Zackâ€™s lifelong dream was to become
a police officer. He attended Arapahoe
Community College Law Enforcement
Academy part time while he worked
full time at a bank so he could make
these dreams come true. Following
graduation, Zack served for 2 years as
an officer at the Castle Rock Police
Department and spent the last 7
months as a Douglas County sheriffâ€™s
deputy. His selfless nature and devo-
tion to his family and friends was a
testament to his tireless drive to pro-
tect his community. He was what every
officer strives to beâ€”dedicated to the
job, persistent, and detail oriented.
At a vigil to honor Zack earlier this
week, his fellow deputies shared Zackâ€™s
â€˜â€˜knack for finding things other cops
missed.â€™â€™ They spoke of â€˜â€˜how he always
wanted to chase the bad guysâ€™â€™ and
how, even when it was time to go
home, Zack would â€˜â€˜stay late to make
one more check on patrol.â€™â€™ His family
and friends spoke of how Zack was
known for his â€˜â€˜bear-sized loveâ€™â€™ and
even more so for his bear-sized hugs.
These are the qualities of those who
righteously wear the blue uniform.
These are the qualities that keep the
rest of us safe and sound. These are the
qualities of a hero. Zack, like all law
enforcement officers, went to work
each and every day being prepared to
walk that thin blue line.
Colleagues at the vigil spoke about
how Zack was not only dedicated to
the difficult parts of the job but also to
lifting the spirits of his fellow officers.
According to his fellow deputies, Zack
was known as the guy who would â€˜â€˜hunt
for the best Christmas lights.â€™â€™ It is
that kind of passion, good nature, and
of course love for his community that
Zack will be remembered for.
As we saw on New Yearâ€™s Eve, while
the rest of us spent time with our fami-
lies and friends, our brave law enforce-
ment officers were protecting our com-
munities. Their sacrifice is why we
were able to celebrate with our loved
ones.
We owe so much to Zack and the law
enforcement officers across Colorado
and across the country for their serv-
ice. When a tragic event like this
unfolds, I am often reminded of the
words of LTC Dave Grossman, who
wrote that American law enforcement
is the loyal and brave sheep dog that is
always standing watch for the wolf
that lurks in the dark.
Regardless of their personal safety,
our law enforcement officers run to-
ward the danger. They are always there
to help others serve our communities,
and often through the worst of times,
they provide hope and safety to our
families, including mine, including
yours.
I continue to prayâ€”and let all of us
continue to prayâ€”for the other four of-
ficers and two citizens who were in-
jured in the attack. We must continue
to honor Zackâ€™s memory and support
his brothers in blue as they continue
his work and support his dearly loved
family as they begin the new year in a
way they never could have imagined.
We honor his legacy and those who
serve.
I yield the floor.
f
CONCLUSION OF MORNING
BUSINESS","
The PRESIDING OFFICER.",CREC-2018-01-03 2.pdf.txt.18
"Morning
business is closed.
f
EXECUTIVE SESSION
EXECUTIVE CALENDAR","
The PRESIDING OFFICER.",CREC-2018-01-03 2.pdf.txt.19
"Under
the previous order, the Senate will pro-
ceed to executive session to consider
the following nomination, which the
clerk will report.
The assistant bill clerk read the
nomination of John C. Rood, of Ari-
zona, to be Under Secretary of Defense
for Policy.","
The PRESIDING OFFICER.",CREC-2018-01-03 2.pdf.txt.20
"There is
30 minutes equally divided for debate
on this nomination.
The Senator from Colorado.
Mr. GARDNER. Mr. President, I ask
unanimous consent that all time be
yielded back.","
The PRESIDING OFFICER.",CREC-2018-01-03 2.pdf.txt.21
"Is there
objection?
Without objection, it is so ordered.
The question is, Will the Senate ad-
vise and consent to the Rood nomina-
tion?
Mr. GARDNER. Mr. President, I ask
for the yeas and nays.","
The PRESIDING OFFICER.",CREC-2018-01-03 2.pdf.txt.22
"Is there a
sufficient second?
There appears to be a sufficient sec-
ond.
The clerk will call the roll.
The legislative clerk called the roll.
Mr. CORNYN. The following Senators
are necessarily absent: the Senator
from Tennessee (Mr. ALEXANDER), the
Senator from North Carolina (Mr.
BURR), the Senator from Utah (Mr.
HATCH), the Senator from Nevada (Mr.
HELLER), the Senator from Arizona
(Mr. MCCAIN), the Senator from Kansas
(Mr. MORAN), the Senator from Alaska
(Ms. MURKOWSKI), the Senator from
Georgia (Mr. PERDUE), the Senator
from Idaho (Mr. RISCH), the Senator
from Florida (Mr. RUBIO), and the Sen-
ator from South Carolina (Mr. SCOTT).
Further, if present and voting, the
Senator from Tennessee (Mr. ALEX-
ANDER) would have voted â€˜â€˜yea,â€™â€™ the
Senator from Idaho (Mr. RISCH) would
have voted â€˜â€˜yea,â€™â€™ and the Senator
from Florida (Mr. RUBIO) would have
voted â€˜â€˜yea.â€™â€™
Mr. DURBIN. I announce that the
Senator from Oregon (Mr. MERKLEY) is
necessarily absent.
The PRESIDING OFFICER (Mrs.
ERNST). Are there any other Senators
in the Chamber desiring to vote?
The result was announcedâ€”yeas 81,
nays 7, as follows:
[Rollcall Vote No. 1 Ex.]
YEASâ€”81
Baldwin
Barrasso
Bennet
Blumenthal
Blunt
Boozman
Brown
Cantwell
Capito
Cardin
Carper
Casey
Cassidy
Cochran
Collins
Coons
Corker
Cornyn
Cortez Masto
Cotton
Crapo
Cruz
Daines
Donnelly
Duckworth
Durbin
Enzi
Ernst
Feinstein
Fischer
Flake
Gardner
Graham
Grassley
Hassan
Heinrich
Heitkamp
Hirono
Hoeven
Inhofe
Isakson
Johnson
Jones
Kaine
Kennedy
King
Klobuchar
Lankford
Leahy
Lee
Manchin
McCaskill
McConnell
Menendez
Murphy
Murray
Nelson
Paul
Peters
Portman
Reed
Roberts
Rounds
Sasse
Schatz
Schumer
Shaheen
Shelby
Smith
Stabenow
Sullivan
Tester
Thune
Tillis
Toomey
Udall
Van Hollen
Warner
Whitehouse
Wicker
Young
NAYSâ€”7
Booker
Gillibrand
Harris
Markey
Sanders
Warren
Wyden
VerDate Sep 11 2014 05:18 Jan 04, 2018 Jkt 079060 PO 00000 Frm 00019 Fmt 4624 Sfmt 0634 E:\CR\FM\G03JA6.023 S03JAPT1
lotter
on
DSKBCFDHB2PROD
with
SENATE
CONGRESSIONAL RECORD â€” SENATE
S20 January 3, 2018
NOT VOTINGâ€”12
Alexander
Burr
Hatch
Heller
McCain
Merkley
Moran
Murkowski
Perdue
Risch
Rubio
Scott
The nomination was confirmed.","
The PRESIDING OFFICER.",CREC-2018-01-03 2.pdf.txt.23
"Under
the previous order, the motion to re-
consider is considered made and laid
upon the table and the President will
be immediately notified of the Senateâ€™s
action.","
The PRESIDING OFFICER.",CREC-2018-01-03 2.pdf.txt.24
"The
Democratic leader.
f
LETTER OF RESIGNATION
Mr. SCHUMER. Madam President, as
in legislative session, I ask unanimous
consent that the resignation letter of
former Senator Al Franken to Gov-
ernor Dayton be read and spread upon
the Journal and printed in the RECORD.
There being no objection, the letter
was ordered to be printed in the
RECORD, as follows:
U.S. SENATE,
Washington, DC, December 24, 2017.
Governor MARK DAYTON,
Office of Governor Mark Dayton & Lt. Governor
Tina Smith, Saint Paul, MN.
DEAR GOVERNOR DAYTON: I write to resign
my seat as a United States Senator for the
State of Minnesota effective at 1 pm Eastern
Standard Time on January 2, 2018. Serving
the State of Minnesota in the U.S. Senate
has been a privilege and an honor. I am
grateful to Minnesotans for giving me the
chance to serve our state and our nation, and
I am proud to have worked on their behalf.
Sincerely,
AL FRANKEN,
United States Senator.
Mr. SCHUMER. Madam President, I
suggest the absence of a quorum.","
The PRESIDING OFFICER.",CREC-2018-01-03 2.pdf.txt.25
"The
clerk will call the roll.
The senior assistant legislative clerk
proceeded to call the roll.
Mr. MCCONNELL. Madam President,
I ask unanimous consent that the order
for the quorum call be rescinded.","
The PRESIDING OFFICER.",CREC-2018-01-03 2.pdf.txt.26
"Without
objection, it is so ordered.
f
ORDER OF BUSINESS
Mr. MCCONNELL. Madam President,
for the information of all Senators,
there will be no further rollcall votes
during this weekâ€™s session of the Sen-
ate.
f
LEGISLATIVE SESSION
Mr. MCCONNELL. Madam President,
I move to proceed to legislative ses-
sion.","
The PRESIDING OFFICER.",CREC-2018-01-03 2.pdf.txt.27
"The
question is on agreeing to the motion.
The motion was agreed to.
f
EXECUTIVE SESSION
EXECUTIVE CALENDAR
Mr. MCCONNELL. Madam President,
I move to proceed to executive session
to consider Calendar No. 370, William
Campbell.","
The PRESIDING OFFICER.",CREC-2018-01-03 2.pdf.txt.28
"The
question is on agreeing to the motion.
The motion was agreed to.","
The PRESIDING OFFICER.",CREC-2018-01-03 2.pdf.txt.29
"The
clerk will report the nomination.
The senior assistant legislative clerk
read the nomination of William L.
Campbell, Jr., of Tennessee, to be
United States District Judge for the
Middle District of Tennessee.
CLOTURE MOTION
Mr. MCCONNELL. Madam President,
I send a cloture motion to the desk.","
The PRESIDING OFFICER.",CREC-2018-01-03 2.pdf.txt.30
"The clo-
ture motion having been presented
under rule XXII, the Chair directs the
clerk to read the motion.
The senior assistant legislative clerk
read as follows:
CLOTURE MOTION
We, the undersigned Senators, in accord-
ance with the provisions of rule XXII of the
Standing Rules of the Senate, do hereby
move to bring to a close debate on the nomi-
nation of William L. Campbell, Jr., of Ten-
nessee, to be United States District Judge
for the Middle District of Tennessee.
Mitch McConnell, Deb Fischer, John Bar-
rasso, John Thune, Roger F. Wicker,
James M. Inhofe, Johnny Isakson,
Mike Crapo, Tom Cotton, Chuck Grass-
ley, Thom Tillis, Mike Rounds, Mi-
chael B. Enzi, James Lankford,
Lindsey Graham, Pat Roberts, Todd
Young.
f
LEGISLATIVE SESSION
Mr. MCCONNELL. Madam President,
I move to proceed to legislative ses-
sion.","
The PRESIDING OFFICER.",CREC-2018-01-03 2.pdf.txt.31
"The
question is on agreeing to the motion.
The motion was agreed to.
f
EXECUTIVE SESSION
EXECUTIVE CALENDAR
Mr. MCCONNELL. Madam President,
I move to proceed to executive session
to consider Calendar No. 371, Thomas
Parker.","
The PRESIDING OFFICER.",CREC-2018-01-03 2.pdf.txt.32
"The
question is on agreeing to the motion.
The motion was agreed to.","
The PRESIDING OFFICER.",CREC-2018-01-03 2.pdf.txt.33
"The
clerk will report the nomination.
The senior assistant legislative clerk
read the nomination of Thomas Lee
Robinson Parker, of Tennessee, to be
United States District Judge for the
Western District of Tennessee.
CLOTURE MOTION
Mr. MCCONNELL. Madam President,
I send a cloture motion to the desk.","
The PRESIDING OFFICER.",CREC-2018-01-03 2.pdf.txt.34
"The clo-
ture motion having been presented
under rule XXII, the Chair directs the
clerk to read the motion.
The senior assistant legislative clerk
read as follows:
CLOTURE MOTION
We, the undersigned Senators, in accord-
ance with the provisions of rule XXII of the
Standing Rules of the Senate, do hereby
move to bring to a close debate on the nomi-
nation of Thomas Lee Robinson Parker, of
Tennessee, to be United States District
Judge for the Western District of Tennessee.
Mitch McConnell, Deb Fischer, John Bar-
rasso, John Thune, Roger F. Wicker,
James M. Inhofe, Johnny Isakson,
Mike Crapo, Tom Cotton, Chuck Grass-
ley, Thom Tillis, Mike Rounds, Mi-
chael B. Enzi, James Lankford,
Lindsey Graham, Pat Roberts, Todd
Young.
f
LEGISLATIVE SESSION
Mr. MCCONNELL. Madam President,
I move to proceed to legislative ses-
sion.","
The PRESIDING OFFICER.",CREC-2018-01-03 2.pdf.txt.35
"The
question is on agreeing to the motion.
The motion was agreed to.
f
EXECUTIVE SESSION
EXECUTIVE CALENDAR
Mr. MCCONNELL. Madam President,
I move to proceed to executive session
to consider Calendar No. 389, Michael
Brown.","
The PRESIDING OFFICER.",CREC-2018-01-03 2.pdf.txt.36
"The
question is on agreeing to the motion.
The motion was agreed to.","
The PRESIDING OFFICER.",CREC-2018-01-03 2.pdf.txt.37
"The
clerk will report the nomination.
The senior assistant legislative clerk
read the nomination of Michael Law-
rence Brown, of Georgia, to be United
States District Judge for the Northern
District of Georgia.
CLOTURE MOTION
Mr. MCCONNELL. Madam President,
I send a cloture motion to the desk.","
The PRESIDING OFFICER.",CREC-2018-01-03 2.pdf.txt.38
"The clo-
ture motion having been presented
under rule XXII, the Chair directs the
clerk to read the motion.
The senior assistant legislative clerk
read as follows:
CLOTURE MOTION
We, the undersigned Senators, in accord-
ance with the provisions of rule XXII of the
Standing Rules of the Senate, do hereby
move to bring to a close debate on the nomi-
nation of Michael Lawrence Brown, of Geor-
gia, to be United States District Judge for
the Northern District of Georgia.
Mitch McConnell, Deb Fischer, John Bar-
rasso, John Thune, Roger F. Wicker,
James M. Inhofe, Johnny Isakson,
Mike Crapo, Tom Cotton, Chuck Grass-
ley, Thom Tillis, Mike Rounds, Mi-
chael B. Enzi, James Lankford,
Lindsey Graham, Pat Roberts, Todd
Young.
f
LEGISLATIVE SESSION
Mr. MCCONNELL. Madam President,
I move to proceed to legislative ses-
sion.","
The PRESIDING OFFICER.",CREC-2018-01-03 2.pdf.txt.39
"The
question is on agreeing to the motion.
The motion was agreed to.
VerDate Sep 11 2014 05:18 Jan 04, 2018 Jkt 079060 PO 00000 Frm 00020 Fmt 4624 Sfmt 0634 E:\CR\FM\A03JA6.008 S03JAPT1
lotter
on
DSKBCFDHB2PROD
with
SENATE
CONGRESSIONAL RECORD â€” SENATE S21
January 3, 2018
EXECUTIVE SESSION
EXECUTIVE CALENDAR
Mr. MCCONNELL. Madam President,
I move to proceed to executive session
to consider Calendar No. 435, Walter
Counts.","
The PRESIDING OFFICER.",CREC-2018-01-03 2.pdf.txt.40
"The
question is on agreeing to the motion.
The motion was agreed to.","
The PRESIDING OFFICER.",CREC-2018-01-03 2.pdf.txt.41
"The
clerk will report the nomination.
The senior assistant legislative clerk
read the nomination of Walter David
Counts III, of Texas, to be United
States District Judge for the Western
District of Texas.
CLOTURE MOTION
Mr. MCCONNELL. Madam President,
I send a cloture motion to the desk.","
The PRESIDING OFFICER.",CREC-2018-01-03 2.pdf.txt.42
"The clo-
ture motion having been presented
under rule XXII, the Chair directs the
clerk to read the motion.
The senior assistant legislative clerk
read as follows:
CLOTURE MOTION
We, the undersigned Senators, in accord-
ance with the provisions of rule XXII of the
Standing Rules of the Senate, do hereby
move to bring to a close debate on the nomi-
nation of Walter David Counts III, of Texas,
to be United States District Judge for the
Western District of Texas.
Mitch McConnell, Deb Fischer, John Bar-
rasso, John Thune, Roger F. Wicker,
James M. Inhofe, Johnny Isakson,
Mike Crapo, Tom Cotton, Chuck Grass-
ley, Thom Tillis, Mike Rounds, Mi-
chael B. Enzi, James Lankford,
Lindsey Graham, Pat Roberts, Todd
Young.
Mr. MCCONNELL. Madam President,
I ask unanimous consent that the man-
datory quorum calls be waived and
that notwithstanding rule XXII, the
cloture motions filed during todayâ€™s
session of the Senate ripen at 5:30 p.m.
on Monday, January 8.","
The PRESIDING OFFICER.",CREC-2018-01-03 2.pdf.txt.43
"Without
objection, it is so ordered.
f
LEGISLATIVE SESSION
MORNING BUSINESS
Mr. MCCONNELL. Madam President,
I ask unanimous consent that the Sen-
ate proceed to legislative session for a
period of morning business, with Sen-
ators permitted to speak therein for up
to 10 minutes each.","
The PRESIDING OFFICER.",CREC-2018-01-03 2.pdf.txt.44
